room_temperature,room_humidity,lighting_intensity,room_air_quality,room_CO2,comfort_label
21.870882463884605,47.11793630358966,356.7003005175818,123.27498104882308,457.0879501422116,Uncomfortable
23.002584302168263,36.32900644519426,431.0025279492885,40.47415507289037,389.5053337856796,Comfortable
20.335382386942136,39.28860183858741,362.65242948315046,48.35333991633989,448.12575773912766,Comfortable
27.50708346991664,39.58787004308764,203.5340089590868,22.187726983050705,404.57577795287807,Uncomfortable
22.867189440616432,35.856302841339726,111.0146879477862,47.20853654282972,414.1819516801435,Comfortable
20.93521874278761,46.47214701354493,261.71589890194764,40.38310971102506,447.5778818548932,Comfortable
33.164259778135225,36.83598131626884,395.9021057243017,32.45653237565177,373.53924706714,Uncomfortable
23.01274934365361,40.3866259660405,221.5887429292929,245.4700020870738,484.8890551238763,Uncomfortable
21.105766762333584,65.58068986222509,379.3915860847069,27.83363250347676,510.6686644181059,Uncomfortable
23.682221178123616,46.61980296771773,490.9231631966015,59.39447265595954,404.4630871107136,Comfortable
20.025307919231093,39.10439999422499,216.8872921847591,48.784212024994346,358.6032157032943,Comfortable
23.976326618582306,89.7544504989942,286.8104352161913,42.871572637439215,532.5433633276691,Uncomfortable
22.600817505559966,49.271050133099855,239.52821358779173,56.07609780966951,443.2752939060313,Comfortable
39.700552099646096,45.767262042020455,365.9131662856737,35.51891017591545,578.3074215698176,Uncomfortable
20.87483920129433,38.65675559737634,385.4247563728899,31.428302706435613,2199.9003449407783,Uncomfortable
22.746133323530604,38.7065485101522,463.044401022622,50.96838325987125,408.0645225909634,Comfortable
24.701151207124788,39.15241695852578,313.58698901910554,56.43661893170719,407.1607649482944,Comfortable
21.977681218810325,21.93995561308867,377.54083655166,37.66122005493508,487.3822205809339,Uncomfortable
23.44319574766198,41.92393773360655,323.44391659889163,34.00794724092876,1423.9006991631727,Uncomfortable
23.48533436936113,54.97809399526153,245.04142004324032,36.18823497316681,2494.815525943316,Uncomfortable
20.813084696724456,40.98234171345351,143.70568412384856,52.45261067197316,378.5625988562243,Comfortable
21.00813660023872,47.20955404259029,198.64145399120983,43.25581978412459,424.2292231486947,Comfortable
23.53428671923809,49.81583584604047,451.8327419806117,51.95336565405406,418.25324595377214,Comfortable
10.656435683799115,47.54657870181356,291.6647189175151,26.081942696979677,537.5664409847105,Uncomfortable
21.885233098296485,44.4503088563917,282.6214795454288,237.09015485689736,444.5561288108362,Uncomfortable
23.21015823077144,46.37394793893534,490.7201314042637,51.06742379499544,434.99593305032056,Comfortable
22.96798156450469,15.293225345473044,374.87960634166615,27.927855456866727,563.1356612188752,Uncomfortable
21.90162643140029,25.779683965336524,299.71415990114184,24.192322599902884,599.8665620539077,Uncomfortable
22.3279900906623,36.3179974871725,488.6130763604203,47.75652179833863,437.19130612805054,Comfortable
21.94084963103261,48.68545018425037,104.68264429236164,55.92482901082737,355.9587097353144,Comfortable
21.98591764809228,38.06053451943348,361.8602747463818,48.56915807697591,374.08038160731735,Comfortable
20.63744331165991,48.38127033410352,422.7861963535975,46.87915373115371,373.47544217249714,Comfortable
24.70229292176457,48.02934751933416,417.8313114800761,48.31550207046644,417.5662902207073,Comfortable
12.442230525292764,52.52638866284623,310.6742379499544,35.70922973085665,375.6419906458975,Uncomfortable
35.815592519976406,49.767025542423895,316.4791016817006,55.298807797725416,385.38030061249,Uncomfortable
20.489170803255007,35.45978753308709,267.57911607499017,53.08265474055747,371.6332777630827,Comfortable
20.93799791069637,66.50638454378168,246.527327677355,24.32115829966317,579.4602207733883,Uncomfortable
32.18863930578456,53.58806967698308,347.7092106793927,51.91992140876896,401.2006022640524,Uncomfortable
22.00381530437663,49.77004609286762,274.6456759075064,42.11748636426259,381.3703124757157,Comfortable
21.656526058316395,48.95728790704288,235.066848275372,214.27681220619812,417.06258973057766,Uncomfortable
21.766761140130264,45.02319197832525,296.93019200047274,44.22463662945862,411.01079220362345,Comfortable
22.34330320997063,45.147700786658696,350.4937285684255,53.81767953101645,363.9987376721763,Comfortable
23.01576054733194,41.148573345444326,238.1367808979552,47.85790217786358,370.40643885466005,Comfortable
21.55038092593108,9.44469362881923,388.4630779346386,58.82999830682681,597.8971022175685,Uncomfortable
22.03342195025837,54.83663584927261,285.3580744387839,245.7264256200344,416.5269890423248,Uncomfortable
21.260041489506925,50.82819501013951,261.39445644180364,125.7448224447432,578.9470598635318,Uncomfortable
22.405700509274087,43.24294303842525,409.168592750446,45.30992814858145,448.2739540910386,Comfortable
28.002887191014565,36.00037153642224,271.19420649767886,21.18016220580824,577.8803233313291,Uncomfortable
22.46058146539769,44.10641054133171,243.12563364541955,54.832829036720845,447.6561023322904,Comfortable
24.36789312053389,39.99502869587297,226.50805989172272,47.347814573941406,374.8539820927426,Comfortable
20.73536740464519,35.354578790695044,491.59244606992354,43.90333034437301,391.0682633010283,Comfortable
21.009228999357624,21.060806310513883,305.047951504032,49.50262996371308,472.0936572457347,Uncomfortable
20.635302563259422,47.00880048663625,102.20231966416831,59.36131624101517,389.63126254982205,Comfortable
21.796151041479845,18.74625279092208,364.2518840745691,46.83060101772143,369.24229575200434,Uncomfortable
20.86159935600815,36.1912905348348,298.67816912717865,51.05324535553496,373.2224690901343,Comfortable
20.567367606202943,40.12808249058029,185.05775054843843,45.783748925919,417.25072626736494,Comfortable
23.66286048605125,39.096062149592186,414.4822609044232,45.50478362074016,402.5049340245384,Comfortable
29.148698371858448,48.47290834949816,245.91963215079372,47.75798362040627,394.8133139348202,Uncomfortable
20.93285029443017,48.1619129394557,346.1192100279208,40.27491108022691,390.6590537359472,Comfortable
22.770890012578967,40.01357478044091,340.62155171992964,57.95929293695577,393.369433132038,Comfortable
22.34346579897485,38.85164851580762,211.5039489658212,42.945511271041816,392.9673363355148,Comfortable
13.09885591377205,45.50307788223257,349.2839660019698,50.0217665501495,399.9072019149794,Uncomfortable
20.93259255199927,42.61201600641255,150.50589662580109,42.10786436215611,359.49652752283765,Comfortable
20.70042007618262,39.65542938385361,457.0093159819384,48.38543322332044,391.4825655521352,Comfortable
21.212776237844185,72.64192329648262,383.358338140467,24.7981477209556,490.8222327384537,Uncomfortable
20.588755414450706,42.4738352339518,480.88871427903786,43.418728048416966,426.2174587181645,Comfortable
20.07144756991328,84.09958143830912,393.50225272275554,56.473441398396446,423.5419933358695,Uncomfortable
24.483827123132127,48.16961480667605,258.0523630446013,40.99228746677675,437.9279556157007,Comfortable
22.447263801387816,45.202111576404505,430.39128508323273,48.552026674066745,385.65961759862057,Comfortable
20.034760652655955,40.59032775518471,452.7711033218576,59.02981420353574,379.5824097496536,Comfortable
20.583026272979005,43.98867670427475,250.50555641508384,176.49235939456233,496.9710927775967,Uncomfortable
27.55044962404099,40.5057642690372,319.8604232278876,45.437613073068434,389.0516421716555,Uncomfortable
22.470116460249248,39.15566841923383,266.39729428654056,115.47425460795502,496.9242545718865,Uncomfortable
